Station,Avg Daily Load (kWh),Peak Load (kW),Peak-to-Avg Ratio,Load Variance (kW²),Night-to-Day Ratio,Weekly Consistency (CV %),Idle Hour Ratio (%),Median Load (kW),Cluster,Locality,Vehicle Type
EVCS1,2116.279798199608,362.9054,4.115585097683994,4583.042942066312,0.3240153224360019,23.336072706627803,7.922374429223744,78.83302857142854,1,Low-Usage (Semi-Rural),LMV/2W/3W
EVCS2,2947.5279264970645,558.1757,4.54489902523858,11102.843322022023,0.16843673564861975,26.875897985152015,9.121004566210047,105.54315,2,Mid-Density (Town),Mixed
EVCS3,5191.730461409003,944.7473,4.367317480855206,29139.4745451027,0.14206957225965672,23.94647084973774,4.794520547945205,194.2717,0,High-Density (Urban),HMV
EVCS4,1704.905197338552,262.4381,3.6943487589998067,2847.3418540948073,0.3329249292190315,20.899871985604996,8.276255707762557,64.20315,1,Low-Usage (Semi-Rural),LMV/2W/3W
EVCS5,825.7879406653619,124.4172,3.6159559288236633,738.9900189950366,0.3003452603122502,22.88764721330804,15.7648401826484,31.57205,1,Low-Usage (Semi-Rural),LMV/2W/3W
EVCS6,4669.0615562818,762.9282,3.921618205132716,17867.2839137929,0.315591045885421,23.74801441981602,1.8378995433789953,188.73610000000002,0,High-Density (Urban),HMV
